facname,addressnum,streetname,address,boro,zipcode,datasource,uid,grc,message
"LOISAIDA, INC.",300,EAST 175 STREET,300 E 175TH STREET,,,dcla_culturalinstitutions,0d2b6e7119774ef893a651630bc35b8e,11,'E 175TH STREET' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES
"MABOU MINES DEVELOPMENT FOUNDATION, INC.",,,PETER STUYVESANT STATION,,,dcla_culturalinstitutions,518b8c74a2a71cc20ae1ece0faee6a3a,16,STREET NAME IS MISSING
MAN UP! INC.,,VAN SICLEN AVENUE,797/799 VAN SICLEN AVENUE,,,dcla_culturalinstitutions,3b29c6e65bbfc5d28eda34a428925a98,13,ADDRESS NBR 797/799  CONTAINS AN INVALID CHARACTER(/) IN POSITION 4.
MANO A MANO: MEXICAN CULTURE WITHOUT BORDERS,126,ST FELIX STREET,126 ST FELIX STREET,,,dcla_culturalinstitutions,aecec5346010c9f0285cc9d47e257dc4,EE,'ST FELIX STREET' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.
MESSENGER THEATRE CORP,617,WEST 190 STREET,617 W 190TH ST,,,dcla_culturalinstitutions,05b34f7e14df0a4db3f992e3dc56716f,11,'W 190TH ST' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES
"METROPOLIS ENSEMBLE, INC.",34-33,84 STREET,34-33 84TH STREET,,,dcla_culturalinstitutions,e937e746e3ad8a566a39d1596d6dc2c2,EE,'84TH STREET' NOT RECOGNIZED. THERE ARE 003 SIMILAR NAMES.
"MIGRATING FORMS FESTIVAL, INC",,,COOPER STATION,,,dcla_culturalinstitutions,8f188fea5a6061b0e90613a5e212edb3,16,STREET NAME IS MISSING
"MOTHERHOOD FOUNDATION, INC.",401,EAST 84,401 E 84TH,,,dcla_culturalinstitutions,d25853ab69e10ba31f7d857ce1fa356d,EE,'E 84TH' NOT RECOGNIZED. THERE ARE 002 SIMILAR NAMES.
MUSEUM FOR AFRICAN ART,1280,FIFTH AVENUE,1280 FIFTH AVENUE,,,dcla_culturalinstitutions,71514bc7feb2d0229714bc18848deb16,42,ADDRESS NUMBER OUT OF RANGE
MUSIC FORWARD,72,ORANGE STREET,72 ORANGE STREET,,,dcla_culturalinstitutions,cdc63621eb8135405d51086332d29cd4,11,'ORANGE STREET' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES
"NATIONAL BOOK FOUNDATION, INC.",90,BROAD STREET,90 BROAD STREET,,,dcla_culturalinstitutions,2cb1f42f89be4cf42946447c5d546352,EE,'BROAD STREET' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.
NATIONAL LIGHTHOUSE MUSEUM,200,PROMENADE AT LIGHTHOUSE POINT,200 PROMENADE AT LIGHTHOUSE POINT,,,dcla_culturalinstitutions,75f6ca5f8056234fcd9dc166ba47fc5d,EE,'PROMENADE AT LIGHTHOUSE POINT' NOT RECOGNIZED. THERE ARE 008 SIMILAR NAMES.
NAVATMAN,76-18,266 STREET,76-18 266TH STREET,,,dcla_culturalinstitutions,d4c80bc5e7fab5baaac7d6110af74506,11,'266TH STREET' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES
"NEW FESTIVAL, INC.",601,WEST 26 STREET,601 WEST 26TH STREET,,,dcla_culturalinstitutions,d2eaa3829766f1559e412f585787b287,11,'WEST 26TH STREET' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES
NEW YORK CLASSICAL PLAYERS,101,LAFAYETTE AVENUE,101 LAFAYETTE AVENUE,,,dcla_culturalinstitutions,e8ce68c361d0dae1acb9c4e7518f7874,EE,'LAFAYETTE AVENUE' NOT RECOGNIZED. THERE ARE 005 SIMILAR NAMES.
"NEW YORK COMPOSERS CIRCLE, INC.",252,DEKALB AVENUE,252 DEKALB AVENUE,,,dcla_culturalinstitutions,b3fee629af0173728c902fe7dcdf061a,EE,'DEKALB AVENUE' NOT RECOGNIZED. THERE ARE 002 SIMILAR NAMES.
NEW YORK COUNCIL FOR THE HUMANITIES,150,BROADWAY,150 BROADWAY,,,dcla_culturalinstitutions,d10b5ca5aa7e8bb39e49fc323d84b9b1,42,ADDRESS NUMBER OUT OF RANGE
"NEW YORK NEW MUSIC ENSEMBLE, INC.",43,MACE STREET,43 MACE STREET,,,dcla_culturalinstitutions,1cc5cdd07dd203590e142ab9eac70746,EE,'MACE STREET' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.
"NO LONGER EMPTY, INC.",122,WEST 27 STREET,122 WEST 27TH STREET,,,dcla_culturalinstitutions,90bb007a7f45d0e7d48d4e2bfc2c391c,11,'WEST 27TH STREET' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES
NORTHERN MANHATTAN ARTS ALLIANCE,,,WORKSPACE,,,dcla_culturalinstitutions,389892ac9dadfc500cfaa89f60b40087,16,STREET NAME IS MISSING
"NUIT BLANCHE NEW YORK, LLC",200,EAST 10 STREET,200 EAST 10TH ST,,,dcla_culturalinstitutions,09265573ab2332223d657328949a5d71,42,ADDRESS NUMBER OUT OF RANGE
"NW&D, INC.",,,C/O THE FIELD,,,dcla_culturalinstitutions,12c6964d3a7bcbfeb0dbdc3624e36b29,16,STREET NAME IS MISSING
"ONE YEAR LEASE, INC.",138,SOUTH OXFORD STREET,138 SOUTH OXFORD STREET,,,dcla_culturalinstitutions,d1545e57d0d392c389cdb960b2c0391a,11,'SOUTH OXFORD STREET' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES
OPERA COMPANY OF BROOKLYN ASSOCIATION,,,BRENDAN MOFFITT,,,dcla_culturalinstitutions,55b0fbe2997864e6e229999b8f0f7282,16,STREET NAME IS MISSING
OTHERS ARE US,121,WEST 72 STREET,121 WEST 72ND STREET,,,dcla_culturalinstitutions,59807da2b562beec344b1bddbbc11f86,11,'WEST 72ND STREET' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES
"PARALLEL EXIT, INC.",175,EASTERN PARKWAY,175 EASTERN PARKWAY,,,dcla_culturalinstitutions,c521c5edd0ff66d2477e0b0633ecbcb8,EE,'EASTERN PARKWAY' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.
PARTIAL COMFORT PRODUCTIONS,26,TOMPKINS PLACE,26 TOMPKINS PLACE,,,dcla_culturalinstitutions,b1f00ec9efff11c9ca6287522abab2b9,EE,'TOMPKINS PLACE' NOT RECOGNIZED. THERE ARE 006 SIMILAR NAMES.
PDM PERFORMING ARTS CORPORATION,219-26,138 ROAD,219-26 138 ROAD,,,dcla_culturalinstitutions,0c43cafbc1ae752fe958649e33e9a075,11,'138 ROAD' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES
"PECCADILLO THEATER COMPANY, INC.",,,THEATRE AT ST CLEMENT'S,,,dcla_culturalinstitutions,1dbefb60135e8d5b62548dc981b52149,16,STREET NAME IS MISSING
PEOPLE'S URBAN FILMS PUF FOUNDATION INC.,102,DIWIGHT STREET,102 DIWIGHT STREET,,,dcla_culturalinstitutions,b35a474e1926f322aafb167a207ada7e,11,'DIWIGHT STREET' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES
"PERIAPSIS MUSIC AND DANCE, INC.",523,PROSPECT PLACE,523 PROSPECT PLACE,,,dcla_culturalinstitutions,36d4035cba2018c1fe05b596d69c0005,41,THIS STREET HAS NO ADDRESSES
PHOTO-BASED ART,,,C/O RHIANNON KUBICKA,,,dcla_culturalinstitutions,8a72dc3799276056b773f88649379149,16,STREET NAME IS MISSING
"POLYHYMNIA MUSIC FOUNDATION, INC.",,,THE CHURCH OF ST IGNATIUS OF ANTIOCH,,,dcla_culturalinstitutions,8e263be008375d96954d9ad980ab38f8,16,STREET NAME IS MISSING
"PRESENT PARIAH, INC.",911,CORTELYOU ROAD,911 CORTELYOU RD,,,dcla_culturalinstitutions,4825952c8ce6e83a73f2f0dc11248b2a,EE,'CORTELYOU RD' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.
PRO MUSICA CORP.,,,1000 RICHMOND TERRACE BUILDING,,,dcla_culturalinstitutions,0e4680c539741035f1d0d48871f12f6a,16,STREET NAME IS MISSING
PRODUCTION TEST FOR R2.0,,,TEST,,,dcla_culturalinstitutions,04f3913bb6a3a3f4bb4342b6a007e051,16,STREET NAME IS MISSING
QTP_GV_9132010111442AM,60,MAIN STREET,60 MAIN STREET,,,dcla_culturalinstitutions,b39fc43938cdaef91421bd208d40b007,42,ADDRESS NUMBER OUT OF RANGE
"QUEENS LESBIAN AND GAY PRIDE COMMITTEE, INC.",,,PRIDE NOT PREJUDICE,,,dcla_culturalinstitutions,4dc09f3cd1ebb5cb3d6a2d55c17c9b99,16,STREET NAME IS MISSING
QUEENS MUSEUM OF ART,,,NEW YORK CITY BUILDING FLUSHING MEADOWS PARK,,,dcla_culturalinstitutions,cd061f090049baf7a2f33fa819cca701,16,STREET NAME IS MISSING
"RACOCO PRODUCTIONS, INC.",109,NORTH 9 STREET,109 NORTH 9TH STREET,,,dcla_culturalinstitutions,1eba13d36ad61c57682a5f7cc9668533,11,'NORTH 9TH STREET' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES
"RANDOM ACCESS MUSIC, LTD.",22-13,37 STREET,22-13 37TH STREET,,,dcla_culturalinstitutions,d7a08b58472bb44b92abd830e11d3b89,11,'37TH STREET' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES
RED LIGHT CONTEMPORARY MUSIC,171,CLERMONT AVENUE,171 CLERMONT AVE,,,dcla_culturalinstitutions,e526394de16b06852bfe63075dadd4e9,EE,'CLERMONT AVE' NOT RECOGNIZED. THERE ARE 003 SIMILAR NAMES.
"REEL STORIES TEEN FILMMAKING, INC.",,,C/O CENTER FOR THE URBAN ENVIRONMENT,,,dcla_culturalinstitutions,b296f5ad341919f97a83a6f6f0c1efb1,16,STREET NAME IS MISSING
"REGINA OPERA COMPANY, INC.",,,REGINA OPERA COMPANY C/O FRAN GARBER,,,dcla_culturalinstitutions,ef76bcac90848c932d22caafeb8f5131,16,STREET NAME IS MISSING
"RINCON CRIOLLO CULTURAL CENTER, INC.",1580,MONROE AVENUE,1580 MONROE AVENUE,,,dcla_culturalinstitutions,92227886fd5270fb2623c70203bc45cc,42,ADDRESS NUMBER OUT OF RANGE
"ROOTS&BRANCHES THEATER, INC.",254,WYTHE AVENUE,254 WYTHE AVENUE,,,dcla_culturalinstitutions,e5ec12911fa7fb1ab2bdc4fcefca5b40,11,'WYTHE AVENUE' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES
"SEARCH AND RESTORE, INC.",332,GATES AVENUE,332 GATES AVENUE,,,dcla_culturalinstitutions,0e54d9a037bdebf61c4bb69fa4f02429,EE,'GATES AVENUE' NOT RECOGNIZED. IS IT 'GATEWAY PLAZA'?
"SECOND GENERATION PRODUCTIONS, INC.",80-17,BELL BOULEVARD,80-17 BELL BLVD,,,dcla_culturalinstitutions,628d53ef9af4b358e27b896d1c17642f,EE,'BELL BLVD' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.
SERIOUS FUN AFTER SCHOOL INC.,237,LINCOLN AVENUE,237 LINCOLN AVE,,,dcla_culturalinstitutions,d8622f97b4e21f7ecd8d98ababd409dc,EE,'LINCOLN AVE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.
SIREN - PROTECTORS OF THE RAINFOREST,90,MONROE STREET,90 MONROE STREET,,,dcla_culturalinstitutions,cb2631e4ddca1c319a611805666b38ef,42,ADDRESS NUMBER OUT OF RANGE
SMITHSONIAN NATIONAL MUSEUM OF THE AMERICAN INDIAN,232,3 STREET,232 3RD STREET,,,dcla_culturalinstitutions,c2fbcd8cf25941352d073efe2d01c5b6,EE,'3RD STREET' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.
ST. MARK'S HISTORIC LANDMARK FUND,232,EAST 11 STREET,232 EAST 11TH STREET,,,dcla_culturalinstitutions,9f1f27f9eceb2afc23cd9f49359f009a,11,'EAST 11TH STREET' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES
"STAGES OF LEARNING, INC.",,,C/O QTIP,,,dcla_culturalinstitutions,f065e6960f447cee9b75af8b86db74ab,16,STREET NAME IS MISSING
STATEN ISLAND SHAKESPEAREAN THEATRE CO. INC.,,,C/O DAVID MURPHY TREASURER,,,dcla_culturalinstitutions,91c86b033ff1f3554e960856d85ac1e1,16,STREET NAME IS MISSING
STEFANIE NELSON DANCE GROUP,468,RIVERSIDE DRIVE,468 RIVERSIDE DRIVE,,,dcla_culturalinstitutions,1a11369a36c53f43d382ce3435cf4af7,EE,'RIVERSIDE DRIVE' NOT RECOGNIZED. THERE ARE 005 SIMILAR NAMES.
TAIWANESE AMERICAN ASSOCIATION OF NEW YORK,137-44,NORTHERN BOULEVARD,137-44 NORTHERN BLVD,,,dcla_culturalinstitutions,69dfbee25e9e6329011abe9f1601454d,EE,'NORTHERN BLVD' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.
"TALEA ENSEMBLE, INC.",37-18,NORTHERN BOULEVARD,37-18 NORTHERN BOULEVARD,,,dcla_culturalinstitutions,05856e6cfaebd90a6ec689039cf97ff7,EE,'NORTHERN BOULEVARD' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.
"TALUJON, INC.",37-56,87 STREET,37-56 87TH STREET,,,dcla_culturalinstitutions,9703f6660b1b1aad04a573d0fbe07ff6,EE,'87TH STREET' NOT RECOGNIZED. THERE ARE 002 SIMILAR NAMES.
"THEATRE OF THE EMERGING AMERICAN MOMENT, INC.",138,SOUTH OXFORD STREET,138 S OXFORD STREET,,,dcla_culturalinstitutions,1b5bfe89928bc8ce9da54881fdffda98,11,'S OXFORD STREET' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES
"TOGETHER IN DANCE, INC.",195,PLYMOUTH STREET,195 PLYMOUTH STREET,,,dcla_culturalinstitutions,7c0e67853a03828d7001da466586a8d5,11,'PLYMOUTH STREET' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES
TONG XIAO LING CHINESE OPERA ENSEMBLE,30,WEST 95 STREET,30 WEST 95TH STREET,,,dcla_culturalinstitutions,167a20636269fda5384070cc128f6e1e,11,'WEST 95TH STREET' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES
TRESTLE GALLERY,,,TRESTLE GALLERY,,,dcla_culturalinstitutions,b721de7b628b7df3ff54c8d87d5ec204,16,STREET NAME IS MISSING
"TRIPLE CANDIE, INC.",,,C/O BANCROFT/NESBETT,,,dcla_culturalinstitutions,1307cd4506d137258cbd65cc314046de,16,STREET NAME IS MISSING
TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,,,MILLER THEATRE AT COLUMBIA UNIVERSITY,,,dcla_culturalinstitutions,c5903a5dc678faf0efd8d33fe1c03822,16,STREET NAME IS MISSING
"UDICHI SCHOOL OF PERFORMING ARTS NEW YORK, INC.",65,PIERPONT PLACE,65 PIERPONT PLACE,,,dcla_culturalinstitutions,a92306a44ec8052356c004dccb0baa0d,EE,'PIERPONT PLACE' NOT RECOGNIZED. IS IT 'PIER'?
"UPBEAT NYC, INC.",287,EAST 19 STREET,287 EAST 19TH STREET,,,dcla_culturalinstitutions,c5b1f0b547cd7a9b9f822f9ab6d308c1,11,'EAST 19TH STREET' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES
"URBAN DIVERS MARINE CONSERVATION & SCIENTIFIC DIVING, INC.",,,C/O UDEC,,,dcla_culturalinstitutions,69c15a5ebaa9d8b404af08e8f2f09a73,16,STREET NAME IS MISSING
USA MALI CHARITABLE ASSOCIATION,,136 STREET,136TH ST,,,dcla_culturalinstitutions,334f18610f2d3925768519bd22383d56,EE,'136TH ST' NOT RECOGNIZED. THERE ARE 002 SIMILAR NAMES.
"VANGELINE THEATER, INC.",494,COURT STREET,494 COURT STREET,,,dcla_culturalinstitutions,a4b3eb47ececba985a5627de20b11a06,EE,'COURT STREET' NOT RECOGNIZED. THERE ARE 004 SIMILAR NAMES.
"VARIETY BOYS & GIRLS CLUB OF QUEENS, INC.",,,VARIETY BOYS & GIRLS CLUB OF QUEENS,,,dcla_culturalinstitutions,c2802dc309240550e5ec6bfb47519b90,16,STREET NAME IS MISSING
"VILLAGE HALLOWEEN PARADE, INC.",,,C/O PETER ROSEGARTEN,,,dcla_culturalinstitutions,6fdf235a24e34dfdb7d9273a2dd5b48d,16,STREET NAME IS MISSING
"VISUAL UNDERSTANDING IN EDUCATION, INC",109,SOUTH FIFTH STREET,109 SOUTH FIFTH STREET,,,dcla_culturalinstitutions,5b98bda039f6230d88e83b16a125ba40,11,'SOUTH FIFTH STREET' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES
"VOICE AND VISION, INC.",520,EIGHT AVENUE,520 EIGHT AVE,,,dcla_culturalinstitutions,7b4ead2cb7b3c4e3b7900ab3fc59fce0,EE,'EIGHT AVE' NOT RECOGNIZED. THERE ARE 003 SIMILAR NAMES.
WASHINGTON SQUARE CONTEMPORARY MUSIC SOCIETY,,,C/O TALIA JIMENEZ MANAGING DIRECTOR,,,dcla_culturalinstitutions,15b1f4f3aec5ede05d3e0cbfc66f660e,16,STREET NAME IS MISSING
"WAXFACTORY, INC.",,,POB 1197,,,dcla_culturalinstitutions,614f3369f76be5738fb6b7afd5cd022c,16,STREET NAME IS MISSING
WIDE EYED PRODUCTIONS,24-50,29 STREET,24-50 29TH ST,,,dcla_culturalinstitutions,a3148a7eb10ff1560dc51df9dd61013e,EE,'29TH ST' NOT RECOGNIZED. THERE ARE 002 SIMILAR NAMES.
"WORLD MUSIC INSTITUTE, INC.",68,JAY STREET,68 JAY STREET,,,dcla_culturalinstitutions,362121f18a8b314256820dd0e4a7a255,42,ADDRESS NUMBER OUT OF RANGE
"YORK THEATRE COMPANY, INC.",,,THE THEATRE AT ST PETER'S CHURCH,,,dcla_culturalinstitutions,8cdb6bfcc7b2c92e7cc7740c38bba1b0,16,STREET NAME IS MISSING
"YOUTH ORCHESTRA, CYCNY",175,WILLOUGHBY STREET,175 WILLOUGHBY ST,,,dcla_culturalinstitutions,159041acad6c11f1cbbad6d6d24db212,EE,'WILLOUGHBY ST' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.
WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY,478,EAST 1 STREET,478 EAST 1 STREET,,,dfta_contracts,3088f92bbc8891796793ceec342d11c5,42,ADDRESS NUMBER OUT OF RANGE
ALL AMERICAN SCHOOL BUS CORP.,,,,,,doe_busroutesgarages,21a4736e0d8f4e501d17b2849f037c63,98,NO INPUT DATA RECEIVED
ALL AMERICAN SCHOOL BUS CORP.,670,HILLSIDE ROAD,670 HILLSIDE ROAD,,,doe_busroutesgarages,788818f9a51949b359830f43e5c5afce,EE,'HILLSIDE ROAD' NOT RECOGNIZED. THERE ARE 006 SIMILAR NAMES.
BOBBY`S BUS CO. INC.,,,,,,doe_busroutesgarages,5d2ef38c2aa76d26baa39bb2125c998f,98,NO INPUT DATA RECEIVED
"BORO TRANSIT, INC.",1326,RALPH AVENUE,1326 RALPH AVENUE,,11236,doe_busroutesgarages,32611d78ee1d10eac81dbf2fe631a417,00,
G.V.C. LTD. (B2192),,,,,,doe_busroutesgarages,7a5ecde9c891695d99625b541337750d,98,NO INPUT DATA RECEIVED
HOYT TRANSPORTATION CORP.,,,,,,doe_busroutesgarages,7a6736948e1b36a9b87afb6d8d715997,98,NO INPUT DATA RECEIVED
HOYT TRANSPORTATION CORP.,2037,EASTERN P'KWY,2037 EASTERN P'KWY,,,doe_busroutesgarages,13f263e756ac37739a585373150f5fdd,EE,'EASTERN P'KWY' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.
JOFAZ TRANSPORTATION INC.,2037,EASTERN P'KWY,2037 EASTERN P'KWY,,,doe_busroutesgarages,7762923eefdb88fcb5a2c18b007df1c5,EE,'EASTERN P'KWY' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.
L & M BUS CORP (A),,,,,,doe_busroutesgarages,683246425cf8f11acacac7f7ba30d301,98,NO INPUT DATA RECEIVED
LEESEL TRANSPORTATION CORP (B2192),,,,,,doe_busroutesgarages,66eaa0c9d1363ee16504b73c3337a3d2,98,NO INPUT DATA RECEIVED
MAR-CAN TRANSPORT CO. INC (B2192),6,CANAL ROAD,6 CANAL ROAD,,,doe_busroutesgarages,ddc8e316f868a4fa690af3eb11a6b1f2,EE,'CANAL ROAD' NOT RECOGNIZED. THERE ARE 005 SIMILAR NAMES.
"MONTAUK STUDENT TRANS, INC. (B2321)",670,HILLSIDE ROAD,670 HILLSIDE ROAD,,,doe_busroutesgarages,b975e2687b02eee02ce16c9911ac8b2d,EE,'HILLSIDE ROAD' NOT RECOGNIZED. THERE ARE 006 SIMILAR NAMES.
"NEW DAWN TRANSIT, LLC (B2321)",,,,,,doe_busroutesgarages,3e39ef4f4e861188794cf1f18e2bfd9b,98,NO INPUT DATA RECEIVED
PIONEER TRANSPORTATION CORP,257,CANAL ROAD,257 CANAL ROAD,,,doe_busroutesgarages,2533a0981788cabbaaa6f90f6fb046bd,EE,'CANAL ROAD' NOT RECOGNIZED. THERE ARE 005 SIMILAR NAMES.
PRIDE TRANSPORTATION (SCH AGE),,,,,,doe_busroutesgarages,e11b3502035a55fac03110eb68c2c68a,98,NO INPUT DATA RECEIVED
QUALITY TRANSPORTATION CORP.,,,,,,doe_busroutesgarages,31fc642af79bfa3cdf30947d4ce5e9d7,98,NO INPUT DATA RECEIVED
SAFE COACH INC. (B2321),,,,,,doe_busroutesgarages,096d5754411b25bd4d79dec14af56153,98,NO INPUT DATA RECEIVED
"THIRD AVENUE TRANSIT, INC",2037,EASTERN P'KWY,2037 EASTERN P'KWY,,,doe_busroutesgarages,bb5bb3d7af8afcabeb803193cd13ef17,EE,'EASTERN P'KWY' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.
VAN TRANS LLC (B2192),600,HEMPSTEAD TURNPIKE,600 HEMPSTEAD TURNPIKE,,,doe_busroutesgarages,2358a53d4014acda726d2be806341666,EE,'HEMPSTEAD TURNPIKE' NOT RECOGNIZED. THERE ARE 003 SIMILAR NAMES.
VAN TRANS LLC (B2192),670,HILLSIDE ROAD,670 HILLSIDE ROAD,,,doe_busroutesgarages,29d540bf3a0edd280c3d37cc3891dcc3,EE,'HILLSIDE ROAD' NOT RECOGNIZED. THERE ARE 006 SIMILAR NAMES.
VINNY`S BUS SERVICES (B2321),,,,,,doe_busroutesgarages,cb6bb960c2446b4840ed52797c60d234,98,NO INPUT DATA RECEIVED
Y & M TRANSIT CORP (B2192),22,BAY STREET,22 BAY STREET,,11231,doe_busroutesgarages,18f350b5471a50839b78888a9e39b996,00,
"ABC KIDDIELAND, INC.",65-21A,ROOSEVELT AVENUE,65-21A ROOSEVELT AVENUE,,11377,doe_universalprek,80781798245a4fcc3bcf83e76646edac,00,
"BETH GAVRIEL DCC, INC.",,119-03 80 ROAD,119-03 80 ROAD,,,doe_universalprek,8035efe0da90b90a4c48d448ebb84164,11,'119-03 80 ROAD' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES
BUSHWICK UNITED HDFC 9,803,,803 KNICKERBOCKER AVENUE,,,doe_universalprek,8262985f5654c1dccba1dd401653bc59,17,BOROUGH CODE IS MISSING
IMAGINE EARLY LEARNING CENTER,,,1 JAMAICA CENTER PLAZA,,,doe_universalprek,8a8698229e5a5ff61809d63834d53b6f,16,STREET NAME IS MISSING
MOSAIC PRE-K CENTER AT 55-41 98 PLACE,55-41,98 PLACE,55-41 98 PLACE,,11368,doe_universalprek,9c768abb7cb0021e0d22a5453b0aec1f,00,
P.S. 11 THOMAS DONGAN SCHOOL,50,JEFFERSON STREET,50 JEFFERSON STREET,,10304,doe_universalprek,9e27b3ec01d8d963a03d49bf0c6968e3,00,
P.S. 159 ISAAC PITKIN,2781,,2781 PITKIN AVENUE,,,doe_universalprek,666e56236ffa220f209eb6725c7acb5b,17,BOROUGH CODE IS MISSING
P.S. 65 THE ACADEMY OF INNOVATIVE LEARNING,98,GRANT STREET,98 GRANT STREET,,10301,doe_universalprek,47b6cfb359c678746bf677e9bd205df8,00,
"SUNSHINE LEARNING CENTER, INC.",201,02-04 LINDEN BOULEVARD,201 02-04 LINDEN BOULEVARD,,,doe_universalprek,62db2abef45d6222b64d96e21ba9f95e,11,'02-04 LINDEN BOULEVARD' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES
"TOWERS PLAY-N-LEARN, INC.",60-10A,47 AVENUE,60-10A 47 AVENUE,,11377,doe_universalprek,6aa3742b0b14a1aeaa1f6c60ddf112d9,00,
URBAN CONCEPTS/ROUND THE CLOCK,3333,BROADWAY,3333 BROADWAY,Manhattan,,doe_universalprek,04aaf0fc18ee4e419242d78c5bf5a0db,56,ADDRESS IS SPLIT AMONG MULTIPLE ELECTION DISTRICTS. ADDRESS NBR SUFFIX REQUIRED
"YELED V'YALDA ECC, INC.",,50 STREET,1349/53 50 STREET,,,doe_universalprek,73894af3ad9b81db0a28018756eff4b0,13,ADDRESS NBR 1349/53  CONTAINS AN INVALID CHARACTER(/) IN POSITION 5.
YESHIVA OF CENTRAL QUEENS,,147-37 70 ROAD,147-37 70 ROAD,,,doe_universalprek,05b1c2cdf6a38824b9c5b5354ed2778e,11,'147-37 70 ROAD' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES
"ALLCARE PROVIDER SERVICES, INC.",100A,ALDRICH STREET,100A ALDRICH STREET,,10475,dohmh_daycare,38592faecbab1076ddf96380681236b1,00,
C.A.M.P. CREATIVE ART AND MUSIC PROGRAMS,361,MANHATTAN AVENUE UNIT L,361 MANHATTAN AVENUE UNIT L,,,dohmh_daycare,5f877f746dd819d5cb9fb46704d28ee6,EE,'MANHATTAN AVENUE UNIT L' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.
CAMP HARLEM GROWN,127,WEST 127 STREET SUITE 201,127 WEST 127 STREET SUITE 201,,,dohmh_daycare,3d0ad5f1fb18129d53234d70db3adcc0,EE,'WEST 127TH STREET SUITE 201' NOT RECOGNIZED. IS IT 'WEST  127 STREET'?
CAMP KIDSMART,0,HEINZELMAN ROAD T-149,0 HEINZELMAN ROAD T-149,,,dohmh_daycare,c9885270302aec344bcbc8023314fb04,EE,'HEINZELMAN ROAD T-149' NOT RECOGNIZED. THERE ARE 002 SIMILAR NAMES.
CENTER FOR FAMILY LIFE BEACON PROGRAM,343,60 STREET,343 60 STREET,,11220,dohmh_daycare,62b0a0eb1757e754c5ad9c58b8a624c7,00,
CHINESE AMERICAN PLANNING COUNCIL INC.,21,ST. JOHN'S LANE (AKA 1 YORK ST),21 ST. JOHN'S LANE (AKA 1 YORK ST),,,dohmh_daycare,5de465d3896fd9b0ec3f2659f284d526,15,STREET NAME CANNOT BE NORMALIZED
CHINESE-AMERICAN PLANNING COUNCIL INC.,125,WALKER STREET 3 FLOOR,125 WALKER STREET 3 FLOOR,,,dohmh_daycare,e4c1aeb851d60cd9bd68584bdde80459,EE,"'WALKER STREET, 3RD FLOOR' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES."
CUNNINGHAM PARK DAY CAMP,196-10,UNION TURNPIKE NULL LEWIS BLVD,196-10 UNION TURNPIKE NULL LEWIS BLVD,,,dohmh_daycare,0454b2b071cd78d38ee9d6a8df51d75a,EE,'UNION TURNPIKE NULL LEWIS BLVD' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.
EARTH CAMP,1000,RICHMOND TERRACE BUILDING A,1000 RICHMOND TERRACE BUILDING A,,,dohmh_daycare,cbddaf50ab9db411ec932523c4460af5,EE,"'RICHMOND TERRACE, BLDG A' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES."
